post_id,forum_id,thread_id,parent_post_id,username,content,timestamp,post_url,author_profile_url,collected_at
P0107,F005,TH0081,,ghost_node,"My check: A clean history helps, although one good review is not enough. For settlement, use the address I posted earlier: mq3aewGAnZBtVQKeftnSR8fLrSzUipUSYK.",2025-05-03T21:00:00Z,http://source.example.invalid/post/P0107,http://source.example.invalid/user/ghost_node,2025-05-03T23:00:00Z
P0108,F005,TH0081,P0107,ghost_node,Quick check: I check the original reference before trusting a seller.,2025-05-04T04:00:00Z,http://source.example.invalid/post/P0108,http://source.example.invalid/user/ghost_node,2025-05-04T06:00:00Z
P0109,F005,TH0082,,ghost_node,Short version: The older copy is still useful if the current one changed.,2025-05-04T11:00:00Z,http://source.example.invalid/post/P0109,http://source.example.invalid/user/ghost_node,2025-05-04T13:00:00Z
P0110,F005,TH0083,,ghost_node,My check: I would verify the destination twice before sending anything. I was checking this from Pune at the time.,2025-05-04T18:00:00Z,http://source.example.invalid/post/P0110,http://source.example.invalid/user/ghost_node,2025-05-04T20:00:00Z
P0111,F005,TH0084,,ghost_node,Quick check: I avoid putting unnecessary details into a public reply. Public key fingerprint: CB1736253CFB15D52C641C25ADA8D8944C214DAA.,2025-05-05T01:00:00Z,http://source.example.invalid/post/P0111,http://source.example.invalid/user/ghost_node,2025-05-05T03:00:00Z
P0112,F005,TH0084,P0111,ghost_node,"Short version: A checksum is useful, but I still compare the source.",2025-05-05T08:00:00Z,http://source.example.invalid/post/P0112,http://source.example.invalid/user/ghost_node,2025-05-05T10:00:00Z
P0113,F006,TH0085,,gnode,"Quick check: A checksum is useful, but I still compare the source.",2025-05-06T02:00:00Z,http://source.example.invalid/post/P0113,http://source.example.invalid/user/gnode,2025-05-06T04:00:00Z
P0114,F006,TH0086,,gnode,"Short version: A clean history helps, although one good review is not enough. I was checking this from Delhi at the time.",2025-05-06T09:00:00Z,http://source.example.invalid/post/P0114,http://source.example.invalid/user/gnode,2025-05-06T11:00:00Z
P0115,F006,TH0087,,gnode,My check: I check the original reference before trusting a seller.,2025-05-06T16:00:00Z,http://source.example.invalid/post/P0115,http://source.example.invalid/user/gnode,2025-05-06T18:00:00Z
P0116,F006,TH0087,P0115,gnode,Quick check: The older copy is still useful if the current one changed.,2025-05-06T23:00:00Z,http://source.example.invalid/post/P0116,http://source.example.invalid/user/gnode,2025-05-07T01:00:00Z
P0117,F006,TH0088,,gnode,Short version: I would verify the destination twice before sending anything.,2025-05-07T06:00:00Z,http://source.example.invalid/post/P0117,http://source.example.invalid/user/gnode,2025-05-07T08:00:00Z
P0118,F006,TH0089,,gnode,My check: I avoid putting unnecessary details into a public reply. I was checking this from Delhi at the time.,2025-05-07T13:00:00Z,http://source.example.invalid/post/P0118,http://source.example.invalid/user/gnode,2025-05-07T15:00:00Z
P0119,F006,TH0090,,gnode,"Quick check: A checksum is useful, but I still compare the source. I kept this note with the thread for later review.",2025-05-07T20:00:00Z,http://source.example.invalid/post/P0119,http://source.example.invalid/user/gnode,2025-05-07T22:00:00Z
P0120,F006,TH0090,P0119,gnode,"Short version: A clean history helps, although one good review is not enough.",2025-05-08T03:00:00Z,http://source.example.invalid/post/P0120,http://source.example.invalid/user/gnode,2025-05-08T05:00:00Z
P0121,F002,TH0091,,ironmoth,"I would be careful here. A checksum is useful, but I still compare the source. I would not treat that as proof on its own.",2025-05-07T17:00:00Z,http://source.example.invalid/post/P0121,http://source.example.invalid/user/ironmoth,2025-05-07T19:00:00Z
P0122,F002,TH0092,,ironmoth,"My preference is to verify first. A clean history helps, although one good review is not enough. I would not treat that as proof on its own. I was checking this from Pune at the time.",2025-05-08T00:00:00Z,http://source.example.invalid/post/P0122,http://source.example.invalid/user/ironmoth,2025-05-08T02:00:00Z
P0123,F002,TH0093,,ironmoth,I would not assume that. I check the original reference before trusting a seller. I would not treat that as proof on its own.,2025-05-08T07:00:00Z,http://source.example.invalid/post/P0123,http://source.example.invalid/user/ironmoth,2025-05-08T09:00:00Z
P0124,F002,TH0093,P0123,ironmoth,I would be careful here. The older copy is still useful if the current one changed. I would not treat that as proof on its own. Public key fingerprint: 45A16A6F3B44A748FB74E2168E47BDE42CEE1DF2.,2025-05-08T14:00:00Z,http://source.example.invalid/post/P0124,http://source.example.invalid/user/ironmoth,2025-05-08T16:00:00Z
P0125,F002,TH0094,,ironmoth,My preference is to verify first. I would verify the destination twice before sending anything. I would not treat that as proof on its own.,2025-05-08T21:00:00Z,http://source.example.invalid/post/P0125,http://source.example.invalid/user/ironmoth,2025-05-08T23:00:00Z
P0126,F002,TH0095,,ironmoth,I would not assume that. I avoid putting unnecessary details into a public reply. I would not treat that as proof on its own. I was checking this from Pune at the time. Payment address I published for this thread: mjqzKBCMGYTj3oRnfEkGpZddjqKmTkgJCt.,2025-05-09T04:00:00Z,http://source.example.invalid/post/P0126,http://source.example.invalid/user/ironmoth,2025-05-09T06:00:00Z
P0127,F002,TH0096,,ironmoth,"I would be careful here. A checksum is useful, but I still compare the source. I would not treat that as proof on its own. I kept this note with the thread for later review.",2025-05-09T11:00:00Z,http://source.example.invalid/post/P0127,http://source.example.invalid/user/ironmoth,2025-05-09T13:00:00Z
P0128,F002,TH0096,P0127,ironmoth,"My preference is to verify first. A clean history helps, although one good review is not enough. I would not treat that as proof on its own.",2025-05-09T18:00:00Z,http://source.example.invalid/post/P0128,http://source.example.invalid/user/ironmoth,2025-05-09T20:00:00Z
P0129,F003,TH0097,,iron_moth,"I would be careful here. A clean history helps, although one good review is not enough. I would not treat that as proof on its own.",2025-05-10T12:00:00Z,http://source.example.invalid/post/P0129,http://source.example.invalid/user/iron_moth,2025-05-10T14:00:00Z
P0130,F003,TH0098,,iron_moth,My preference is to verify first. I check the original reference before trusting a seller. I would not treat that as proof on its own. I was checking this from Delhi at the time.,2025-05-10T19:00:00Z,http://source.example.invalid/post/P0130,http://source.example.invalid/user/iron_moth,2025-05-10T21:00:00Z
P0131,F003,TH0099,,iron_moth,I would not assume that. The older copy is still useful if the current one changed. I would not treat that as proof on its own.,2025-04-01T08:00:00Z,http://source.example.invalid/post/P0131,http://source.example.invalid/user/iron_moth,2025-04-01T10:00:00Z
P0132,F003,TH0099,P0131,iron_moth,I would be careful here. I would verify the destination twice before sending anything. I would not treat that as proof on its own.,2025-04-01T09:00:00Z,http://source.example.invalid/post/P0132,http://source.example.invalid/user/iron_moth,2025-04-01T11:00:00Z
P0133,F003,TH0100,,iron_moth,My preference is to verify first. I avoid putting unnecessary details into a public reply. I would not treat that as proof on its own.,2025-04-01T16:00:00Z,http://source.example.invalid/post/P0133,http://source.example.invalid/user/iron_moth,2025-04-01T18:00:00Z
P0134,F003,TH0101,,iron_moth,"I would not assume that. A checksum is useful, but I still compare the source. I would not treat that as proof on its own. I was checking this from Delhi at the time.",2025-04-01T23:00:00Z,http://source.example.invalid/post/P0134,http://source.example.invalid/user/iron_moth,2025-04-02T01:00:00Z
P0135,F003,TH0102,,iron_moth,"I would be careful here. A clean history helps, although one good review is not enough. I would not treat that as proof on its own. Public key fingerprint: 45A16A6F3B44A748FB74E2168E47BDE42CEE1DF2. I saw 0xb4b3d2c42b6f00cdb0ba697de87ee56b5e1e5d88 quoted by another account.",2025-04-02T06:00:00Z,http://source.example.invalid/post/P0135,http://source.example.invalid/user/iron_moth,2025-04-02T08:00:00Z
P0136,F003,TH0102,P0135,iron_moth,My preference is to verify first. I check the original reference before trusting a seller. I would not treat that as proof on its own.,2025-04-02T13:00:00Z,http://source.example.invalid/post/P0136,http://source.example.invalid/user/iron_moth,2025-04-02T15:00:00Z
P0137,F004,TH0103,,imoth9,I would be careful here. I check the original reference before trusting a seller. I would not treat that as proof on its own.,2025-04-03T07:00:00Z,http://source.example.invalid/post/P0137,http://source.example.invalid/user/imoth9,2025-04-03T09:00:00Z
P0138,F004,TH0104,,imoth9,My preference is to verify first. The older copy is still useful if the current one changed. I would not treat that as proof on its own. I was checking this from Mumbai at the time.,2025-04-03T14:00:00Z,http://source.example.invalid/post/P0138,http://source.example.invalid/user/imoth9,2025-04-03T16:00:00Z
P0139,F004,TH0105,,imoth9,I would not assume that. I would verify the destination twice before sending anything. I would not treat that as proof on its own.,2025-04-03T21:00:00Z,http://source.example.invalid/post/P0139,http://source.example.invalid/user/imoth9,2025-04-03T23:00:00Z
P0140,F004,TH0105,P0139,imoth9,I would be careful here. I avoid putting unnecessary details into a public reply. I would not treat that as proof on its own.,2025-04-04T04:00:00Z,http://source.example.invalid/post/P0140,http://source.example.invalid/user/imoth9,2025-04-04T06:00:00Z
P0141,F004,TH0106,,imoth9,"My preference is to verify first. A checksum is useful, but I still compare the source. I would not treat that as proof on its own. Someone quoted this payment address: mjqzKBCMGYTj3oRnfEkGpZddjqKmTkgJCt; I am not claiming it here.",2025-04-04T11:00:00Z,http://source.example.invalid/post/P0141,http://source.example.invalid/user/imoth9,2025-04-04T13:00:00Z
P0142,F004,TH0107,,imoth9,"I would not assume that. A clean history helps, although one good review is not enough. I would not treat that as proof on its own. I was checking this from Mumbai at the time.",2025-04-04T18:00:00Z,http://source.example.invalid/post/P0142,http://source.example.invalid/user/imoth9,2025-04-04T20:00:00Z
P0143,F004,TH0108,,imoth9,I would be careful here. I check the original reference before trusting a seller. I would not treat that as proof on its own. I kept this note with the thread for later review.,2025-04-05T01:00:00Z,http://source.example.invalid/post/P0143,http://source.example.invalid/user/imoth9,2025-04-05T03:00:00Z
P0144,F004,TH0108,P0143,imoth9,My preference is to verify first. The older copy is still useful if the current one changed. I would not treat that as proof on its own.,2025-04-05T08:00:00Z,http://source.example.invalid/post/P0144,http://source.example.invalid/user/imoth9,2025-04-05T10:00:00Z
P0145,F001,TH0109,,markethelper,One point: I check the original reference before trusting a seller. I would compare it with the earlier discussion.,2025-04-04T22:00:00Z,http://source.example.invalid/post/P0145,http://source.example.invalid/user/markethelper,2025-04-05T00:00:00Z
P0146,F001,TH0110,,markethelper,I noticed this: The older copy is still useful if the current one changed. I would compare it with the earlier discussion. I was checking this from Delhi at the time.,2025-04-05T05:00:00Z,http://source.example.invalid/post/P0146,http://source.example.invalid/user/markethelper,2025-04-05T07:00:00Z
P0147,F001,TH0111,,markethelper,"For reference, I would verify the destination twice before sending anything. I would compare it with the earlier discussion.",2025-04-05T12:00:00Z,http://source.example.invalid/post/P0147,http://source.example.invalid/user/markethelper,2025-04-05T14:00:00Z
P0148,F001,TH0111,P0147,markethelper,One point: I avoid putting unnecessary details into a public reply. I would compare it with the earlier discussion.,2025-04-05T19:00:00Z,http://source.example.invalid/post/P0148,http://source.example.invalid/user/markethelper,2025-04-05T21:00:00Z
P0149,F003,TH0112,,redpixel,One point: I would verify the destination twice before sending anything. I would compare it with the earlier discussion.,2025-04-06T07:00:00Z,http://source.example.invalid/post/P0149,http://source.example.invalid/user/redpixel,2025-04-06T09:00:00Z
P0150,F003,TH0113,,redpixel,I noticed this: I avoid putting unnecessary details into a public reply. I would compare it with the earlier discussion. I was checking this from Mumbai at the time.,2025-04-06T14:00:00Z,http://source.example.invalid/post/P0150,http://source.example.invalid/user/redpixel,2025-04-06T16:00:00Z
P0151,F003,TH0114,,redpixel,"For reference, A checksum is useful, but I still compare the source. I would compare it with the earlier discussion.",2025-04-06T21:00:00Z,http://source.example.invalid/post/P0151,http://source.example.invalid/user/redpixel,2025-04-06T23:00:00Z
P0152,F003,TH0114,P0152,redpixel,"One point: A clean history helps, although one good review is not enough. I would compare it with the earlier discussion.",2025-04-07T04:00:00Z,http://source.example.invalid/post/P0152,http://source.example.invalid/user/redpixel,2025-04-07T06:00:00Z
P0153,F004,TH0115,,bluebyte,"One point: A checksum is useful, but I still compare the source. I would compare it with the earlier discussion.",2025-04-07T16:00:00Z,http://source.example.invalid/post/P0153,http://source.example.invalid/user/bluebyte,2025-04-07T18:00:00Z
P0154,F004,TH0116,,bluebyte,"I noticed this: A clean history helps, although one good review is not enough. I would compare it with the earlier discussion. I was checking this from Bengaluru at the time.",2025-04-07T23:00:00Z,http://source.example.invalid/post/P0154,http://source.example.invalid/user/bluebyte,2025-04-08T01:00:00Z
P0155,F004,TH0117,,bluebyte,"For reference, I check the original reference before trusting a seller. I would compare it with the earlier discussion.",2025-04-08T06:00:00Z,http://source.example.invalid/post/P0155,http://source.example.invalid/user/bluebyte,2025-04-08T08:00:00Z
P0156,F004,TH0117,P0155,bluebyte,One point: The older copy is still useful if the current one changed. I would compare it with the earlier discussion.,2025-04-08T13:00:00Z,http://source.example.invalid/post/P0156,http://source.example.invalid/user/bluebyte,2025-04-08T15:00:00Z
P0157,F001,TH0118,,quietowl,One point: I check the original reference before trusting a seller. I would compare it with the earlier discussion. I kept this note with the thread for later review.,2025-04-09T01:00:00Z,http://source.example.invalid/post/P0157,http://source.example.invalid/user/quietowl,2025-04-09T03:00:00Z
P0158,F001,TH0119,,quietowl,I noticed this: The older copy is still useful if the current one changed. I would compare it with the earlier discussion. I was checking this from Pune at the time.,2025-04-09T08:00:00Z,http://source.example.invalid/post/P0158,http://source.example.invalid/user/quietowl,2025-04-09T10:00:00Z
P0159,F001,TH0120,,quietowl,"For reference, I would verify the destination twice before sending anything. I would compare it with the earlier discussion. I kept this note with the thread for later review.",2025-04-09T15:00:00Z,http://source.example.invalid/post/P0159,http://source.example.invalid/user/quietowl,2025-04-09T17:00:00Z
P0160,F001,TH0120,P0159,quietowl,One point: I avoid putting unnecessary details into a public reply. I would compare it with the earlier discussion. I kept this note with the thread for later review.,2025-04-09T22:00:00Z,http://source.example.invalid/post/P0160,http://source.example.invalid/user/quietowl,2025-04-10T00:00:00Z
